Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
HS,2022,202203,Mar-22,0,0,2,Exports,246,Finland,,842,United States of America,,TOTAL,All Commodities,,,,0.0,578731948,0
HS,2022,202203,Mar-22,0,0,1,Imports,268,Georgia,,842,United States of America,,TOTAL,All Commodities,,,,0.0,68490026,0
HS,2022,202203,Mar-22,0,0,2,Exports,268,Georgia,,842,United States of America,,TOTAL,All Commodities,,,,0.0,41926459,0
HS,2022,202203,Mar-22,0,0,3,Re-exports,268,Georgia,,842,United States of America,,TOTAL,All Commodities,,,,0.0,1460482,0
HS,2022,202203,Mar-22,0,0,1,Imports,276,Germany,,842,United States of America,,TOTAL,All Commodities,,,,0.0,8532670622,0
HS,2022,202203,Mar-22,0,0,2,Exports,276,Germany,,842,United States of America,,TOTAL,All Commodities,,,,0.0,15228510161,0
HS,2022,202203,Mar-22,0,0,1,Imports,300,Greece,,842,United States of America,,TOTAL,All Commodities,,,,0.0,251380618,0
HS,2022,202203,Mar-22,0,0,2,Exports,300,Greece,,842,United States of America,,TOTAL,All Commodities,,,,0.0,219286715,0
HS,2022,202203,Mar-22,0,0,1,Imports,308,Grenada,,842,United States of America,,TOTAL,All Commodities,,,,0.0,20615430,0
HS,2022,202203,Mar-22,0,0,2,Exports,308,Grenada,,842,United States of America,,TOTAL,All Commodities,,,,0.0,1244592,0
HS,2022,202203,Mar-22,0,0,3,Re-exports,308,Grenada,,842,United States of America,,TOTAL,All Commodities,,,,0.0,9017,0
HS,2022,202203,Mar-22,0,0,1,Imports,320,Guatemala,,842,United States of America,,TOTAL,All Commodities,,,,0.0,974799193,0
HS,2022,202203,Mar-22,0,0,2,Exports,320,Guatemala,,842,United States of America,,TOTAL,All Commodities,,,,0.0,519158999,0
HS,2022,202203,Mar-22,0,0,1,Imports,328,Guyana,,842,United States of America,,TOTAL,All Commodities,,,,0.0,85192855,0
HS,2022,202203,Mar-22,0,0,2,Exports,328,Guyana,,842,United States of America,,TOTAL,All Commodities,,,,0.0,128208846,0
HS,2022,202203,Mar-22,0,0,3,Re-exports,328,Guyana,,842,United States of America,,TOTAL,All Commodities,,,,0.0,2665774,0
HS,2022,202203,Mar-22,0,0,1,Imports,344,"China, Hong Kong SAR",,842,United States of America,,TOTAL,All Commodities,,,,0.0,2732668372,0
HS,2022,202203,Mar-22,0,0,2,Exports,344,"China, Hong Kong SAR",,842,United States of America,,TOTAL,All Commodities,,,,0.0,3272713911,0
HS,2022,202203,Mar-22,0,0,1,Imports,348,Hungary,,842,United States of America,,TOTAL,All Commodities,,,,0.0,251672544,0
HS,2022,202203,Mar-22,0,0,2,Exports,348,Hungary,,842,United States of America,,TOTAL,All Commodities,,,,0.0,413223825,0
HS,2022,202203,Mar-22,0,0,1,Imports,352,Iceland,,842,United States of America,,TOTAL,All Commodities,,,,0.0,83292095,0
HS,2022,202203,Mar-22,0,0,2,Exports,352,Iceland,,842,United States of America,,TOTAL,All Commodities,,,,0.0,48357202,0
HS,2022,202203,Mar-22,0,0,1,Imports,360,Indonesia,,842,United States of America,,TOTAL,All Commodities,,,,0.0,850390870,0
HS,2022,202203,Mar-22,0,0,2,Exports,360,Indonesia,,842,United States of America,,TOTAL,All Commodities,,,,0.0,2833061888,0
HS,2022,202203,Mar-22,0,0,1,Imports,376,Israel,,842,United States of America,,TOTAL,All Commodities,,,,0.0,895830000,0
HS,2022,202203,Mar-22,0,0,2,Exports,376,Israel,,842,United States of America,,TOTAL,All Commodities,,,,0.0,1598481000,0
HS,2022,202203,Mar-22,0,0,1,Imports,381,Italy,,842,United States of America,,TOTAL,All Commodities,,,,0.0,2227983698,0
HS,2022,202203,Mar-22,0,0,2,Exports,381,Italy,,842,United States of America,,TOTAL,All Commodities,,,,0.0,5956200659,0
HS,2022,202203,Mar-22,0,0,3,Re-exports,381,Italy,,842,United States of America,,TOTAL,All Commodities,,,,0.0,203392043,0
HS,2022,202203,Mar-22,0,0,4,Re-imports,381,Italy,,842,United States of America,,TOTAL,All Commodities,,,,0.0,8371584,0
HS,2022,202203,Mar-22,0,0,1,Imports,392,Japan,,842,United States of America,,TOTAL,All Commodities,,,,0.0,8100668162,0
HS,2022,202203,Mar-22,0,0,2,Exports,392,Japan,,842,United States of America,,TOTAL,All Commodities,,,,0.0,13051222821,0
HS,2022,202203,Mar-22,0,0,1,Imports,417,Kyrgyzstan,,842,United States of America,,TOTAL,All Commodities,,,,0.0,20677289,0
HS,2022,202203,Mar-22,0,0,2,Exports,417,Kyrgyzstan,,842,United States of America,,TOTAL,All Commodities,,,,0.0,151500,0
HS,2022,202203,Mar-22,0,0,1,Imports,428,Latvia,,842,United States of America,,TOTAL,All Commodities,,,,0.0,22804129,0
HS,2022,202203,Mar-22,0,0,2,Exports,428,Latvia,,842,United States of America,,TOTAL,All Commodities,,,,0.0,70111359,0
HS,2022,202203,Mar-22,0,0,1,Imports,440,Lithuania,,842,United States of America,,TOTAL,All Commodities,,,,0.0,289271655,0
HS,2022,202203,Mar-22,0,0,2,Exports,440,Lithuania,,842,United States of America,,TOTAL,All Commodities,,,,0.0,250657472,0
HS,2022,202203,Mar-22,0,0,1,Imports,442,Luxembourg,,842,United States of America,,TOTAL,All Commodities,,,,0.0,54538030,0
HS,2022,202203,Mar-22,0,0,2,Exports,442,Luxembourg,,842,United States of America,,TOTAL,All Commodities,,,,0.0,38575421,0
HS,2022,202203,Mar-22,0,0,3,Re-exports,442,Luxembourg,,842,United States of America,,TOTAL,All Commodities,,,,0.0,92704,0
HS,2022,202203,Mar-22,0,0,4,Re-imports,442,Luxembourg,,842,United States of America,,TOTAL,All Commodities,,,,0.0,39246,0
HS,2022,202203,Mar-22,0,0,1,Imports,446,"China, Macao SAR",,842,United States of America,,TOTAL,All Commodities,,,,0.0,126294400,0
HS,2022,202203,Mar-22,0,0,2,Exports,446,"China, Macao SAR",,842,United States of America,,TOTAL,All Commodities,,,,0.0,5620049,0
